061e7e1700945b03	2021.09.29.14.44.26_veh-28_00528_00992	1632927256399835	1632927276399835	traversing_crosswalk,traversing_narrow_lane	C-7,R-1	mined
891953217984568c	2021.09.29.19.02.14_veh-28_03198_03360	1632945581749579	1632945601749579	starting_left_turn,starting_protected_cross_turn,starting_u_turn	C-2,C-5,V-8	mined
99a98a7ffb075389	2021.09.29.19.02.14_veh-28_00964_01689	1632943670299632	1632943691799648	behind_bike	R-2	reuse-720
e9c2b75226b85cfe	2021.09.29.18.19.40_veh-28_00844_01218	1632940659099617	1632940680599718	behind_bike	R-2	reuse-720
1c4544c0876f5a08	2021.09.29.14.44.26_veh-28_01331_01485	1632928069799617	1632928091299604	behind_bike	R-2	reuse-720
ac01c31d1a5a5ed2	2021.09.29.19.02.14_veh-28_00540_00917	1632942804749674	1632942824749674	behind_bike	R-2	mined
190bf8dd22a25d1c	2021.10.06.07.26.10_veh-52_01245_02064	1633506545100745	1633506565100745	behind_bike,medium_magnitude_speed	R-2,V-5	mined
4528c271d89c53e1	2021.05.25.14.16.10_veh-35_00083_00485	1621967023951234	1621967043951234	changing_lane,changing_lane_to_right,changing_lane_with_trail,medium_magnitude_speed	C-3,V-3,V-5	mined
f6f9afda75e251ae	2021.05.25.14.16.10_veh-35_01690_02183	1621968441501256	1621968461501256	changing_lane,changing_lane_to_right	V-3	mined
3a6525cd871a5fff	2021.05.25.14.16.10_veh-35_04097_04328	1621970873000844	1621970893000844	changing_lane,changing_lane_to_right,high_magnitude_speed	V-3,V-5	mined
e7283286a9a65ab4	2021.05.25.15.59.03_veh-30_00625_00855	1621973619149836	1621973639149836	changing_lane,changing_lane_to_left	V-3	mined
b3a5109083b15d51	2021.05.25.15.59.03_veh-30_04027_04200	1621976950999762	1621976970999762	changing_lane,changing_lane_to_left,on_pickup_dropoff,stationary	C-6,V-3,V-9	mined
bc08e60c250953a9	2021.05.25.17.54.41_veh-35_01654_01850	1621981408099799	1621981428099799	changing_lane,changing_lane_to_right	V-3	mined
cc108c5480345911	2021.05.25.17.54.41_veh-35_02723_02902	1621982527650042	1621982547650042	changing_lane,changing_lane_to_right	V-3	mined
9b21b864f1a159e8	2021.06.03.18.47.39_veh-35_00257_00492	1622760939900944	1622760959900944	changing_lane,changing_lane_to_right	V-3	mined
e7e247f19c6a5cee	2021.06.28.15.02.02_veh-38_02398_02848	1624895286599366	1624895306599366	changing_lane,changing_lane_to_left,on_pickup_dropoff,traversing_pickup_dropoff	C-6,V-3	mined
6c801aadd27a5457	2021.08.30.13.45.25_veh-40_00878_01104	1630332149000355	1630332169000355	changing_lane,changing_lane_to_right,near_trafficcone_on_driveable	I-1,V-3	mined
0e6cae45fdd5536b	2021.09.16.15.12.03_veh-42_01037_01434	1631806327500208	1631806348999583	high_lateral_acceleration,on_carpark	C-8,V-4	reuse-720
1961d1075a085a1d	2021.09.16.19.27.01_veh-45_01749_03230	1631823185000057	1631823206500381	high_lateral_acceleration,on_carpark	C-8,V-4	reuse-720
771c4e378bef58e4	2021.09.16.15.12.03_veh-42_01037_01434	1631806376499848	1631806397999607	low_magnitude_speed,on_carpark	C-8,V-5	reuse-720
048eb7efa08354e3	2021.09.16.19.49.00_veh-42_00990_01609	1631822894499929	1631822916000172	on_carpark	C-8	reuse-720
096d823b664e5972	2021.09.16.13.53.10_veh-42_00860_01069	1631801430899917	1631801452400276	on_carpark	C-8	reuse-720
17296f6032025ecc	2021.09.16.19.27.01_veh-45_01749_03230	1631823313499726	1631823334999757	on_carpark,stationary	C-8,V-9	reuse-720
1b25edea36205814	2021.09.16.17.40.09_veh-45_02539_02745	1631816629399927	1631816650899683	on_carpark,stationary	C-8,V-9	reuse-720
eb8387eb5a98508f	2021.09.16.13.53.10_veh-42_00630_00818	1631801096899373	1631801116899373	low_magnitude_speed,on_carpark	C-8,V-5	mined
9869278b0f8f5061	2021.09.16.13.53.10_veh-42_00630_00818	1631801116899797	1631801136899797	on_carpark,stationary	C-8,V-9	mined
d5812df28c1558ba	2021.09.16.13.53.10_veh-42_00630_00818	1631801157449455	1631801177449455	on_carpark	C-8	mined
9ef1d618435d5e53	2021.05.25.17.54.41_veh-35_04111_04288	1621983952900146	1621983974399905	near_construction_zone_sign	I-2	reuse-720
0d5b8da00d505be0	2021.06.03.12.02.06_veh-35_01100_01227	1622737354000727	1622737375501231	near_construction_zone_sign,on_intersection,on_traffic_light_intersection,traversing_intersection,traversing_traffic_light_intersection	C-5,I-2,V-1	reuse-720
14d171fcb9295596	2021.05.25.14.16.10_veh-35_00083_00485	1621966864999938	1621966886500358	near_construction_zone_sign,on_intersection,on_traffic_light_intersection	C-5,I-2,V-1	reuse-720
5bd8cf3fa67a524f	2021.06.03.18.47.39_veh-35_00503_00777	1622761130199910	1622761151701344	near_construction_zone_sign,on_intersection,on_traffic_light_intersection,traversing_crosswalk,traversing_intersection,traversing_traffic_light_intersection	C-5,I-2,R-1,V-1	reuse-720
5ca7353cbe4a5cf7	2021.06.03.13.55.17_veh-35_02866_03582	1622746398599959	1622746420100434	near_construction_zone_sign	I-2	reuse-720
0c49c66ca32551c2	2021.05.25.14.16.10_veh-35_00083_00485	1621966794700931	1621966814700931	near_construction_zone_sign	I-2	mined
7e5bbdae500e5ad1	2021.05.25.14.16.10_veh-35_00083_00485	1621966836550738	1621966856550738	near_construction_zone_sign,on_intersection,on_traffic_light_intersection,traversing_intersection,traversing_traffic_light_intersection	C-5,I-2,V-1	mined
9eb1dcda60165ae3	2021.05.25.14.16.10_veh-35_01690_02183	1621968566750956	1621968586750956	near_construction_zone_sign,on_intersection,on_traffic_light_intersection,traversing_crosswalk,traversing_intersection,traversing_traffic_light_intersection	C-5,I-2,R-1,V-1	mined
85320afb8e6d5ed2	2021.05.25.16.37.23_veh-25_00005_00217	1621975239300178	1621975259300178	near_construction_zone_sign	I-2	mined
be36f75d360c502f	2021.05.25.17.54.41_veh-35_04111_04288	1621983854300966	1621983874300966	medium_magnitude_speed,near_construction_zone_sign,on_intersection,on_traffic_light_intersection,traversing_intersection,traversing_traffic_light_intersection	C-5,I-2,V-1,V-5	mined
2462c21ce2bb5f2d	2021.09.16.19.27.01_veh-45_01749_03230	1631822949000251	1631822970499585	on_intersection,on_traffic_light_intersection,starting_high_speed_turn,starting_left_turn,starting_protected_cross_turn,traversing_crosswalk,traversing_intersection,traversing_traffic_light_intersection	C-2,C-5,R-1,V-1	reuse-720
42a20478abeb54d5	2021.09.16.19.27.01_veh-45_01749_03230	1631823616499555	1631823637999742	on_intersection,on_traffic_light_intersection,starting_high_speed_turn,starting_left_turn,starting_protected_cross_turn,traversing_intersection,traversing_traffic_light_intersection	C-2,C-5,V-1	reuse-720
8c6c4c4b507c5eb1	2021.09.29.14.44.26_veh-28_01640_01743	1632928361799530	1632928383299624	on_intersection,starting_left_turn,starting_protected_cross_turn,traversing_intersection	C-2,C-5	reuse-720
a4581d8af5f755a9	2021.09.16.14.39.34_veh-42_00297_00935	1631803846199661	1631803867699530	on_all_way_stop_intersection,on_intersection,starting_left_turn,starting_protected_cross_turn	C-2,C-5,V-2	reuse-720
34489cf42e005e93	2021.09.16.15.47.30_veh-45_01199_01391	1631808539800258	1631808561300682	on_intersection,starting_left_turn,starting_protected_cross_turn,traversing_crosswalk	C-2,C-5,R-1	reuse-720
a67c6744e6c45edb	2021.09.16.19.27.01_veh-45_01749_03230	1631822970499585	1631822991999739	on_intersection,starting_left_turn,starting_protected_cross_turn	C-2,C-5	reuse-720
e244b2ddf97a57d6	2021.09.16.19.12.04_veh-42_01438_01677	1631821414999999	1631821436499938	on_intersection,starting_left_turn,starting_protected_cross_turn	C-2,C-5	reuse-720
2073f76964735ff7	2021.09.16.19.49.00_veh-42_00990_01609	1631823159999798	1631823181500354	on_all_way_stop_intersection,on_intersection,starting_left_turn,starting_protected_cross_turn	C-2,C-5,V-2	reuse-720
2eb015a011ac5fa2	2021.09.16.13.53.10_veh-42_00860_01069	1631801374399782	1631801395899703	on_intersection,on_traffic_light_intersection,starting_left_turn,starting_protected_cross_turn,traversing_traffic_light_intersection	C-2,C-5,V-1	reuse-720
0092e40a13ea52f4	2021.06.28.21.47.53_veh-35_00280_00424	1624917315200834	1624917336701186	high_magnitude_speed,near_high_speed_vehicle	C-3,V-5	reuse-720
069dab3272205ecb	2021.06.28.16.57.59_veh-26_00016_00484	1624899946998692	1624899968497466	near_high_speed_vehicle	C-3	reuse-720
07c5114fdb395f8b	2021.06.03.13.55.17_veh-35_00073_00426	1622743187600860	1622743209100741	high_magnitude_speed,near_high_speed_vehicle	C-3,V-5	reuse-720
198bc5f3280e52cd	2021.06.03.13.55.17_veh-35_02866_03582	1622746338601579	1622746360100737	near_high_speed_vehicle	C-3	reuse-720
3151813685fe5b1d	2021.09.29.14.44.26_veh-28_00528_00992	1632927458799814	1632927480299584	near_high_speed_vehicle	C-3	reuse-720
c0e7dae577ef5f52	2021.05.25.14.16.10_veh-35_01100_01664	1621968036950427	1621968056950427	near_high_speed_vehicle	C-3	mined
01649900c5cc58c4	2021.05.25.14.16.10_veh-35_01690_02183	1621968470100297	1621968490100297	near_high_speed_vehicle	C-3	mined
9db4a455df7850ca	2021.05.25.14.16.10_veh-35_01690_02183	1621968608700847	1621968628700847	high_magnitude_speed,near_high_speed_vehicle	C-3,V-5	mined
7863f4fb214353d1	2021.05.25.14.16.10_veh-35_01690_02183	1621968763550008	1621968783550008	near_high_speed_vehicle	C-3	mined
2251b1d81d0051c1	2021.06.28.15.02.02_veh-38_02398_02848	1624895086999993	1624895108499546	behind_long_vehicle,following_lane_with_slow_lead,near_long_vehicle	C-1,V-6	reuse-720
23f0187033d658d9	2021.05.25.15.59.03_veh-30_04463_04606	1621977375100148	1621977396599702	following_lane_with_lead,on_pickup_dropoff,traversing_pickup_dropoff	C-6,V-6	reuse-720
9ac86ade68505597	2021.09.16.19.27.01_veh-45_00472_00711	1631821103499914	1631821125000051	following_lane_with_lead	V-6	reuse-720
022cc20c8dd45bc5	2021.09.29.19.02.14_veh-28_00273_00514	1632942632299669	1632942653799669	following_lane_with_slow_lead	V-6	reuse-720
0563edc821b6543d	2021.06.28.16.29.11_veh-38_00022_00368	1624898292299399	1624898313800241	following_lane_with_slow_lead	V-6	reuse-720
0af464147919575d	2021.05.25.14.16.10_veh-35_01100_01664	1621968016500456	1621968038000755	following_lane_with_slow_lead	V-6	reuse-720
0bc64fd1b3ff5d1a	2021.09.09.14.18.22_veh-48_00322_00895	1631198109999967	1631198131500750	following_lane_with_slow_lead,low_magnitude_speed	V-5,V-6	reuse-720
12f96c65436e56bf	2021.06.28.16.57.59_veh-26_00016_00484	1624899992998048	1624900014497282	following_lane_with_slow_lead,low_magnitude_speed	V-5,V-6	reuse-720
1786ef7edac65502	2021.06.28.20.24.43_veh-38_03385_04952	1624916898599825	1624916920099994	following_lane_with_slow_lead,low_magnitude_speed	V-5,V-6	reuse-720
1dc437ce152e55fa	2021.09.09.17.18.51_veh-48_00574_00646	1631208661499351	1631208682999460	following_lane_with_slow_lead	V-6	reuse-720
0ce170237acd51c2	2021.09.16.13.53.10_veh-42_01510_01591	1631802030399373	1631802051899853	following_lane_without_lead	V-7	reuse-720
184c11a8cc875403	2021.08.16.14.23.37_veh-45_00015_00132	1629124032500046	1629124054000081	following_lane_without_lead,high_magnitude_speed	V-5,V-7	reuse-720
39a1ca97dca75beb	2021.09.16.19.27.01_veh-45_00472_00711	1631820941000428	1631820962499553	following_lane_without_lead	V-7	reuse-720
45ebc34cbe405c3e	2021.09.16.19.12.04_veh-42_00289_00398	1631820178000156	1631820199500552	following_lane_without_lead	V-7	reuse-720
5d2ee89308f958be	2021.10.06.08.16.17_veh-52_00922_01296	1633509209199629	1633509230699755	following_lane_without_lead	V-7	reuse-720
689abfdd66235378	2021.09.16.13.53.10_veh-42_00180_00342	1631800694900411	1631800716400068	following_lane_without_lead	V-7	reuse-720
8164612a623156ae	2021.09.16.14.39.34_veh-42_00297_00935	1631803538700069	1631803560200129	following_lane_without_lead	V-7	reuse-720
22f4f105eb64556e	2021.06.28.15.10.57_veh-16_02438_02580	1624895701549980	1624895721549980	following_lane_without_lead,high_magnitude_speed,near_high_speed_vehicle	C-3,V-5,V-7	mined
7cb91c1ad87c56d5	2021.06.28.16.29.11_veh-38_00022_00368	1624898080499849	1624898100499849	following_lane_without_lead,high_magnitude_speed	V-5,V-7	mined
34eede4889bf56eb	2021.06.28.16.29.11_veh-38_03263_03766	1624901691050197	1624901711050197	following_lane_without_lead,high_magnitude_speed	V-5,V-7	mined
580dac44fa305877	2021.08.30.14.54.34_veh-40_00439_00835	1630336041000177	1630336062500471	medium_magnitude_speed,near_multiple_vehicles	C-4,V-5	reuse-720
0670d0c81a5550c4	2021.08.30.14.54.34_veh-40_00439_00835	1630336004000395	1630336025500169	near_multiple_vehicles	C-4	reuse-720
114feecba2285649	2021.09.09.14.18.22_veh-48_01503_01761	1631198961499760	1631198983000801	medium_magnitude_speed,near_multiple_vehicles	C-4,V-5	reuse-720
17a6a4a6137553cd	2021.06.28.16.29.11_veh-38_01415_01821	1624899497299688	1624899518800248	near_multiple_vehicles	C-4	reuse-720
190808cc16cc53af	2021.08.30.16.16.44_veh-40_00256_00716	1630340521000387	1630340542500218	near_multiple_vehicles	C-4	reuse-720
1dae5903323e5214	2021.06.28.16.29.11_veh-38_01415_01821	1624899639800172	1624899661300033	high_magnitude_speed,near_multiple_vehicles	C-4,V-5	reuse-720
238f1cddb9415996	2021.09.29.19.02.14_veh-28_02451_02708	1632944816799721	1632944838299518	near_multiple_vehicles	C-4	reuse-720
cd6818ff622258b6	2021.05.25.14.16.10_veh-35_01100_01664	1621968187601226	1621968207601226	medium_magnitude_speed,near_multiple_vehicles	C-4,V-5	mined
c895b062e3735053	2021.06.03.13.55.17_veh-35_02572_02855	1622745773151201	1622745793151201	near_multiple_vehicles	C-4	mined
ba21675319785b44	2021.06.28.16.29.11_veh-38_01415_01821	1624899364450400	1624899384450400	high_magnitude_speed,near_multiple_vehicles	C-4,V-5	mined
1ceec301ab6552b1	2021.05.25.14.16.10_veh-35_01690_02183	1621968407001070	1621968428500417	accelerating_at_traffic_light,accelerating_at_traffic_light_without_lead,near_trafficcone_on_driveable,on_intersection,on_stopline_traffic_light,on_traffic_light_intersection,traversing_traffic_light_intersection	C-5,I-1,V-1	reuse-720
028613e11f415422	2021.10.06.08.16.17_veh-52_00612_00782	1633508852700222	1633508874199917	near_barrier_on_driveable	I-1	reuse-720
09d33cf8b87c5ae3	2021.09.09.18.29.25_veh-39_00969_01184	1631213363499164	1631213385000276	following_lane_with_slow_lead,near_barrier_on_driveable	I-1,V-6	reuse-720
0bcae698fd905226	2021.09.29.15.23.04_veh-28_00814_01101	1632930067299697	1632930088799599	near_barrier_on_driveable	I-1	reuse-720
225eb6e22af55972	2021.10.06.08.16.17_veh-52_00612_00782	1633508929200283	1633508950699982	near_barrier_on_driveable	I-1	reuse-720
3067f3d3d5a75989	2021.09.29.15.23.04_veh-28_00814_01101	1632930204299866	1632930225799871	near_trafficcone_on_driveable,on_intersection,on_traffic_light_intersection,traversing_crosswalk,traversing_intersection,traversing_traffic_light_intersection	C-5,I-1,R-1,V-1	reuse-720
