00c1e4eb4a045f20	2021.10.06.07.26.10_veh-52_00953_01126	1633506278200211	1633506299700143
0122ce98b2735558	2021.06.28.20.24.43_veh-38_03385_04952	1624916570599861	1624916592099878
029585f0509d52b0	2021.09.16.19.49.00_veh-42_00990_01609	1631823433999902	1631823455500562
02a81792cbdb5dd5	2021.09.29.19.02.14_veh-28_00273_00514	1632942602799588	1632942624299676
02b68b9cc51f506a	2021.10.06.08.16.17_veh-52_01949_02501	1633510667199704	1633510688700227
05f1a5cbc0905d8e	2021.09.16.19.12.04_veh-42_01438_01677	1631821415499815	1631821436999704
063dc3e59f7158d9	2021.09.29.19.02.14_veh-28_00540_00917	1632942924799539	1632942946299650
07846b829b3a575e	2021.10.06.07.26.10_veh-52_00422_00728	1633505927699706	1633505949200480
0802a51b0a1d512c	2021.09.16.13.53.10_veh-42_00860_01069	1631801418400139	1631801439899626
082988f40658562c	2021.08.30.14.54.34_veh-40_00439_00835	1630335930500469	1630335952000436
087023402a695ba3	2021.08.16.14.23.37_veh-45_00015_00132	1629123993999912	1629124015500597
0ce170237acd51c2	2021.09.16.13.53.10_veh-42_01510_01591	1631802030399373	1631802051899853
0dd3256035e75770	2021.09.16.16.20.27_veh-08_02435_02525	1631811842199761	1631811863699441
0fde069313a35062	2021.06.03.13.55.17_veh-35_02866_03582	1622745877100822	1622745898600423
112db94505025ec5	2021.08.30.16.16.44_veh-40_01099_01351	1630341562000081	1630341583500400
132307b3c1a55f97	2021.09.29.14.44.26_veh-28_00337_00504	1632927133799810	1632927155299623
2391f12d7e6a5e7f	2021.10.06.08.16.17_veh-52_01949_02501	1633510634700374	1633510656199940
3067f3d3d5a75989	2021.09.29.15.23.04_veh-28_00814_01101	1632930204299866	1632930225799871
34489cf42e005e93	2021.09.16.15.47.30_veh-45_01199_01391	1631808539800258	1631808561300682
442b2cf63c6f570a	2021.10.06.08.16.17_veh-52_00181_00574	1633508484699654	1633508506199856
467879c3d37054f5	2021.08.30.13.45.25_veh-40_00610_00771	1630331906500407	1630331928000167
56c64f7e47b15e0d	2021.09.29.19.02.14_veh-28_00540_00917	1632942925299693	1632942946799791
580dac44fa305877	2021.08.30.14.54.34_veh-40_00439_00835	1630336041000177	1630336062500471
67bce1e28df25eaa	2021.09.29.14.44.26_veh-28_00528_00992	1632927631299656	1632927652799632
771c4e378bef58e4	2021.09.16.15.12.03_veh-42_01037_01434	1631806376499848	1631806397999607
813c23718919507a	2021.09.16.19.27.01_veh-45_01749_03230	1631822323000057	1631822344500636
99a98a7ffb075389	2021.09.29.19.02.14_veh-28_00964_01689	1632943670299632	1632943691799648
9ef1d618435d5e53	2021.05.25.17.54.41_veh-35_04111_04288	1621983952900146	1621983974399905
