00c1e4eb4a045f20	2021.10.06.07.26.10_veh-52_00953_01126	1633506278200211	1633506299700143
0122ce98b2735558	2021.06.28.20.24.43_veh-38_03385_04952	1624916570599861	1624916592099878
029585f0509d52b0	2021.09.16.19.49.00_veh-42_00990_01609	1631823433999902	1631823455500562
02a81792cbdb5dd5	2021.09.29.19.02.14_veh-28_00273_00514	1632942602799588	1632942624299676
02b68b9cc51f506a	2021.10.06.08.16.17_veh-52_01949_02501	1633510667199704	1633510688700227
05f1a5cbc0905d8e	2021.09.16.19.12.04_veh-42_01438_01677	1631821415499815	1631821436999704
063dc3e59f7158d9	2021.09.29.19.02.14_veh-28_00540_00917	1632942924799539	1632942946299650
06c9339fdc3e5404	2021.09.16.17.40.09_veh-45_02539_02745	1631816811399786	1631816832899969
07846b829b3a575e	2021.10.06.07.26.10_veh-52_00422_00728	1633505927699706	1633505949200480
0802a51b0a1d512c	2021.09.16.13.53.10_veh-42_00860_01069	1631801418400139	1631801439899626
082988f40658562c	2021.08.30.14.54.34_veh-40_00439_00835	1630335930500469	1630335952000436
087023402a695ba3	2021.08.16.14.23.37_veh-45_00015_00132	1629123993999912	1629124015500597
09446e65ee9a55d3	2021.09.16.19.27.01_veh-45_01749_03230	1631822799500002	1631822821000006
0af68cc78d085fdb	2021.10.06.07.26.10_veh-52_00006_00398	1633505468699718	1633505490199851
0b1250020ea95539	2021.09.16.19.27.01_veh-45_01749_03230	1631822437500014	1631822458999825
0cd0aaeb35c95094	2021.09.29.14.44.26_veh-28_00528_00992	1632927668799629	1632927690299680
0ce170237acd51c2	2021.09.16.13.53.10_veh-42_01510_01591	1631802030399373	1631802051899853
0dc54a8c8203567b	2021.10.06.08.16.17_veh-52_01590_01725	1633509879200434	1633509900699656
0dd3256035e75770	2021.09.16.16.20.27_veh-08_02435_02525	1631811842199761	1631811863699441
0e272e003af65a71	2021.09.29.18.19.40_veh-28_00438_00833	1632940200599734	1632940222099834
0e5653822a7a56b3	2021.06.28.16.29.11_veh-38_03263_03766	1624901423800183	1624901445299679
0ec9a79351355022	2021.09.29.14.44.26_veh-28_00238_00320	1632927006299603	1632927027799672
0fde069313a35062	2021.06.03.13.55.17_veh-35_02866_03582	1622745877100822	1622745898600423
102627370a1e5b88	2021.09.16.13.53.10_veh-42_00860_01069	1631801417899860	1631801439399456
112db94505025ec5	2021.08.30.16.16.44_veh-40_01099_01351	1630341562000081	1630341583500400
