4528c271d89c53e1	2021.05.25.14.16.10_veh-35_00083_00485	1621967023951234	1621967043951234	changing_lane,changing_lane_to_right,changing_lane_with_trail	testsplit
99816184754f5eaf	2021.08.30.14.54.34_veh-40_00439_00835	1630336099800438	1630336119800438	stopping_at_stop_sign_with_lead,stopping_at_traffic_light_with_lead,stopping_with_lead	testsplit
b1669a6c835d5d61	2021.08.30.14.54.34_veh-40_00439_00835	1630336133700405	1630336153700405	stopping_at_stop_sign_with_lead,stopping_at_traffic_light_with_lead,stopping_with_lead	testsplit
938e60cf643757cf	2021.09.09.14.18.22_veh-48_00960_01115	1631198327299751	1631198347299751	stopping_at_stop_sign_with_lead,stopping_at_traffic_light_with_lead,stopping_with_lead	testsplit
b0f31e70dc1d5e8b	2021.09.09.18.29.25_veh-39_00969_01184	1631213390699589	1631213410699589	stopping_at_stop_sign_with_lead,stopping_at_traffic_light_with_lead,stopping_with_lead	testsplit
cc3b1425726150e9	2021.09.16.19.12.04_veh-42_01088_01192	1631820953250274	1631820973250274	stopping_at_stop_sign_with_lead,stopping_at_traffic_light_with_lead,stopping_with_lead	testsplit
19022697a51f523d	2021.09.29.14.44.26_veh-28_00528_00992	1632927481299791	1632927501299791	stopping_at_stop_sign_with_lead,stopping_at_traffic_light_with_lead,stopping_with_lead	testsplit
e417d22904e65f99	2021.09.29.14.44.26_veh-28_00528_00992	1632927574849838	1632927594849838	stopping_at_stop_sign_with_lead,stopping_at_traffic_light_with_lead,stopping_with_lead	testsplit
96957da168c7546e	2021.09.29.14.44.26_veh-28_01059_01191	1632927865599659	1632927885599659	stopping_at_stop_sign_with_lead,stopping_at_traffic_light_with_lead,stopping_with_lead	testsplit
38b79aee9e3252ef	2021.09.29.19.02.14_veh-28_00540_00917	1632942886849837	1632942906849837	stopping_at_stop_sign_with_lead,stopping_at_traffic_light_with_lead,stopping_with_lead	testsplit
413bd1d1d4c45a38	2021.09.29.19.02.14_veh-28_00964_01689	1632943778249626	1632943798249626	stopping_at_stop_sign_with_lead,stopping_at_traffic_light_with_lead,stopping_with_lead	testsplit
f6f9afda75e251ae	2021.05.25.14.16.10_veh-35_01690_02183	1621968441501256	1621968461501256	changing_lane,changing_lane_to_right	testsplit
3a6525cd871a5fff	2021.05.25.14.16.10_veh-35_04097_04328	1621970873000844	1621970893000844	changing_lane,changing_lane_to_right	testsplit
e7283286a9a65ab4	2021.05.25.15.59.03_veh-30_00625_00855	1621973619149836	1621973639149836	changing_lane,changing_lane_to_left	testsplit
b3a5109083b15d51	2021.05.25.15.59.03_veh-30_04027_04200	1621976950999762	1621976970999762	changing_lane,changing_lane_to_left	testsplit
b89641c86e485b70	2021.05.25.15.59.03_veh-30_04027_04200	1621976979850140	1621976999850140	stopping_at_crosswalk,stopping_at_stop_sign_without_lead	testsplit
bc08e60c250953a9	2021.05.25.17.54.41_veh-35_01654_01850	1621981408099799	1621981428099799	changing_lane,changing_lane_to_right	testsplit
cc108c5480345911	2021.05.25.17.54.41_veh-35_02723_02902	1621982527650042	1621982547650042	changing_lane,changing_lane_to_right	testsplit
e7e247f19c6a5cee	2021.06.28.15.02.02_veh-38_02398_02848	1624895286599366	1624895306599366	changing_lane,changing_lane_to_left	testsplit
0626b46e3fa857c7	2021.06.28.18.03.27_veh-14_00620_01581	1624904145649349	1624904165649349	near_pedestrian_on_crosswalk_with_ego,starting_high_speed_turn	testsplit
95495f60a1b659f3	2021.08.30.13.45.25_veh-40_01116_01336	1630332369700621	1630332389700621	changing_lane,changing_lane_to_right	testsplit
8eed13cbfcc856fb	2021.08.30.13.45.25_veh-40_01116_01336	1630332430700333	1630332450700333	stopping_at_crosswalk,stopping_at_traffic_light_without_lead	testsplit
05f9092e219d59f2	2021.08.30.14.54.34_veh-40_00439_00835	1630335849200314	1630335869200314	changing_lane,changing_lane_to_right	testsplit
59c162f72a2c5911	2021.08.30.16.16.44_veh-40_00256_00716	1630340653950271	1630340673950271	stopping_at_crosswalk,stopping_at_traffic_light_without_lead	testsplit
fc1e8b2d74cf58b6	2021.09.09.14.18.22_veh-48_00322_00895	1631197731899967	1631197751899967	stopping_at_crosswalk,stopping_at_traffic_light_without_lead	testsplit
8c899a6477a958b6	2021.09.09.14.18.22_veh-48_00322_00895	1631197878300170	1631197898300170	stopping_at_crosswalk,stopping_at_traffic_light_without_lead	testsplit
2d3cfb743d4251c9	2021.09.09.14.18.22_veh-48_01298_01492	1631198621201189	1631198641201189	stopping_at_crosswalk,stopping_at_traffic_light_without_lead	testsplit
dbe2e527085b5719	2021.09.16.13.53.10_veh-42_00860_01069	1631801458399460	1631801478399460	stopping_at_crosswalk,stopping_at_traffic_light_without_lead	testsplit
